319024510,,,,,,,,,,,,,,,,,,,25680,10775,,44887,,,21091
319024610,,,,,,,,,,,,,,,,,,,32026,12641,,,,,24252
319026310,,,,,,,,,,,,,,,,,,,51172,18385,,,,,31595
319037210,,,,,,,,,,,,,,,,,,,41828,33739,,,,,56294
304250410,,,,,,,,,,,,,,,,,,,,51960,,,,,67963
304262410,,,,,,,,,,,,,,,,,,,,58763,,,,,93273
304291810,,,,,,,,,,,,,,,,,,,,24081,,,,,98310
304299510,,,,,,,,,,,,,,,,,,,40062,20211,,,,,40616
313524510,,,,,,,,,,,,,,,,,,,25595,7783,,40142,,,14226
313524610,,,,,,,,,,,,,,,,,,,31606,8567,,,,,17820
313537210,,,,,,,,,,,,,,,,,,,,23731,,,,,53812
313561210,,,,,,,,,,,,,,,,,,,39389,36980,,,,,92862
313599510,,,,,,,,,,,,,,,,,,,43997,12078,,,,,29714
313924510,,,,,,,,,,,,,,,,,,,14363,4103,,19821,,,8022
313924610,,,,,,,,,,,,,,,,,,,24382,5783,,27947,,,9671
313937210,,,,,,,,,,,,,,,,,,,43458,14792,,,,,26161
313937610,,,,,,,,,,,,,,,,,,,50301,27013,,,,,73495
313946110,,,,,,,,,,,,,,,,,,,60868,15696,,,,,47552
314624510,,,,,,,,,,,,,,,,,,,80307,17805,,,,,30958
314624610,,,,,,,,,,,,,,,,,,,98426,24251,,,,,42020
314629310,,,,,,,,,,,,,,,,,,,,,,,,,96806
314637210,,,,,,,,,,,,,,,,,,,,,,,,,85349
314692010,,,,,,,,,,,,,,,,,,,,,,,,,74099
314699510,,,,,,,,,,,,,,,,,,,,,,,,,80140
314724510,,,,,,,,,,,,,,,,,,,,,,,,,58101
314824510,,,,,,,,,99182,,,,,,,,,,,12117,,,,,
314824610,,,,,,,,,88230,,,,,,,,,,,14527,,,,,
314825210,,,,,,,,,69284,,,,,,,,,,,26874,,,,,
314837210,,,,,,,,,63026,,,,,,,,,,,,,,,,
314899510,,,,,,,,,97890,,,,,,,,,,,14957,,,,,
315424510,,,,,,,,,,,,,,,,,,,15408,14327,,,,,26097
213429310,,,,,,,,,,,,,,,,,,,,,,,,,94465
213461210,,,,,,,,,,,,,,,,,,,,,,,,,88263
213484410,,,,,,,,,,,,,,,,,,,,63058,,,,,75292
213519110,,,,,,,,,,,,,,,,,,,,65488,,,,,96753
213524210,,,,,,,,,,,,,,,,,,,,47257,,,,,59342
213561210,,,,,,,,,,,,,,,,,,,,88031,,,,,88364
213619110,,,,,,,,,,,,,,,,,,,,,,,,,99284
213624510,,,,,,,,,,,,,,,,,,,,51380,,,,,75708
213624610,,,,,,,,,,,,,,,,,,,,,,,,,96419
213629310,,,,,,,,,,,,,,,,,,,,66067,,,,,96882
213653410,,,,,,,,,,,,,,,,,,,,,,,,,39666
213661210,,,,,,,,,,,,,,,,,,,,,,,,,97720
213719110,,,,,,,,,,,,,,,,,,,,,,,,,95502
213724210,,,,,,,,,,,,,,,,,,,,,,,,,100524
213729710,,,,,,,,,,,,,,,,,,,,,,,,,97839
213819110,,,,,,,,,,,,,,,,,,,,,,,,,99598
213824210,,,,,,,,,,,,,,,,,,,,54820,,,,,81233
213829310,,,,,,,,,,,,,,,,,,,,,,,,,89878
213861210,,,,,,,,,,,,,,,,,,,,,,,,,96175
214629710,,,,,,,,,,,,,,,,,,,,,,,,,97298
225024210,,,,,,,,,,,,,,,,,,,50086,,,,,,38219
225029310,,,,,,,,,,,,,,,,,,,,,,,,,77852
225037210,,,,,,,,,,,,,,,,,,,,,,,,,81519
225061210,,,,,,,,,,,,,,,,,,,,,,,,,40689
225224210,,,,,,,,,,,,,,,,,,,,34225,,,,,71540
225229710,,,,,,,,,,,,,,,,,,,,,,,,,73806
225261210,,,,,,,,,,,,,,,,,,,,,,,,,95395
225424510,,,,,,,,,,,,,,,,,,,,,,,,,63100
100219110,21750,32144,49581,30806,23850,23704,44825,25843,,22019,27275,57303,33671,68369,47003,,23336,62892,46444,16897,,71028,,,26147
100224210,4731,8734,32517,16689,9216,5013,10315,5452,,4280,13443,24468,13177,8590,15015,,5729,27025,11104,3541,42953,23851,,,5378
100224610,6919,15257,44970,22403,12800,10065,13598,7557,,7932,17620,38033,28406,17143,17062,,8290,62864,22103,5980,62924,24845,,,8743
100229310,18371,31678,42891,40873,34210,20292,58257,21196,,19487,23172,31032,62714,40853,32862,,22983,82209,38413,15892,,45518,,,24661
100237210,11873,22400,68170,23750,19500,14001,14878,13381,,11592,18592,65264,48989,18397,39233,,12636,,31468,8906,,,,,12824
100246610,35736,46114,,70900,83386,47051,,42004,,33732,41257,,,,,,38019,,,27830,,,,,41599
100261210,21324,33298,60169,33218,58862,27800,29310,23781,,34253,39159,66488,74971,38673,78112,,36518,,,17382,,,,,28658
100550310,,,,,,,,,,,,,,,,,,,,19231,,,,,73052
